nachname;vorname;geburtsjahr;partei;wahlkreis;landeslistePlatz;bundesland;jahr
Eifler;Ulrike;1975;DIE LINKE;122;7;Nordrhein-Westfalen;2021
Klementz;Angelina Sara-Maria;2001;Die PARTEI;122;42;Nordrhein-Westfalen;2021
Leopold;Sabine;1958;MLPD;122;;;2021
Beyer-Peters;Detlev;1957;DKP;122;;;2021
Rosen;Laura Ann;1994;CDU;123;30;Nordrhein-Westfalen;2021
Töns;Markus;1964;SPD;123;56;Nordrhein-Westfalen;2021
Buschmann;Marco;1977;FDP;123;4;Nordrhein-Westfalen;2021
Schneider;Jörg;1964;AfD;123;5;Nordrhein-Westfalen;2021
Mihalic;Irene;1976;GRÜNE;123;3;Nordrhein-Westfalen;2021
Kaplan;Ayten;1970;DIE LINKE;123;;;2021
Kapuschinski;Claudia;1987;Die PARTEI;123;;;2021
Perlik;Frank;1965;FREIE WÄHLER;123;;;2021
Gärtner;Lisa Ursula;1986;MLPD;123;1;Niedersachsen;2021
Lustig;Frank Gustav;1967;dieBasis;123;;;2021
Wetklo;Ronald Günter;1959;EB: Wetklo 123; 123;;;2021
Spahn;Jens Georg;1980;CDU;124;4;Nordrhein-Westfalen;2021
Lahrkamp;Sarah;1981;SPD;124;24;Nordrhein-Westfalen;2021
Brockmeier;Alexander;1992;FDP;124;41;Nordrhein-Westfalen;2021
Etgeton;Torsten;1970;AfD;124;;;2021
Schoo;Alexandra;1987;GRÜNE;124;37;Nordrhein-Westfalen;2021
Bresch;Gerrit;1992;DIE LINKE;124;;;2021
Nowak;Lars;1990;Die PARTEI;124;;;2021
Krafczyk;Markus;1978;FREIE WÄHLER;124;1;Nordrhein-Westfalen;2021
Volmering;Sven;1976;CDU;125;;;2021
Gerdes;Michael;1960;SPD;125;41;Nordrhein-Westfalen;2021
Steinzen;Sebastian;1976;FDP;125;54;Nordrhein-Westfalen;2021
Bauer;Detlef;1960;AfD;125;;;2021
Wiesweg;Kim Alexandra;1997;GRÜNE;125;55;Nordrhein-Westfalen;2021
Ellermann;Lisa;2002;DIE LINKE;125;;;2021
Lilienthal;Ingo;1977;Die PARTEI;125;;;2021
Kersken;Bärbel;1964;MLPD;125;;;2021
Wingold;Jörg;1954;DKP;125;18;Nordrhein-Westfalen;2021
Manniegel;Norbert;1966;dieBasis;125;;;2021
Berger;Klausjochen;1971;LKR;125;5;Nordrhein-Westfalen;2021
König;Anne;1984;CDU;126;;;2021
Heselhaus;Nadine;1978;SPD;126;10;Nordrhein-Westfalen;2021
Busen;Karlheinz;1951;FDP;126;11;Nordrhein-Westfalen;2021
Espendiller;Michael;1989;AfD;126;6;Nordrhein-Westfalen;2021
Lammersmann;Bernhard Theodor;1964;GRÜNE;126;;;2021
Frieg;Michael;1990;DIE LINKE;126;;;2021
Finke;Tobias;1997;Die PARTEI;126;;;2021
Nitsche;Bastian;1974;FREIE WÄHLER;126;13;Nordrhein-Westfalen;2021
Henrichmann;Marc;1976;CDU;127;;;2021
Waldmann;Johannes;1988;SPD;127;39;Nordrhein-Westfalen;2021
Arning;René;1991;FDP;127;50;Nordrhein-Westfalen;2021
Martin;Leonhard;1961;AfD;127;;;2021
Spallek;Anne Monika;1968;GRÜNE;127;21;Nordrhein-Westfalen;2021
Stegemann;Klaus Julius;1960;DIE LINKE;127;;;2021
Heitbaum;Stephan;1974;FREIE WÄHLER;127;;;2021
Eul;Heinz;1965;dieBasis;127;;;2021
Karliczek;Anja Maria-Antonia;1971;CDU;128;2;Nordrhein-Westfalen;2021
Coße;Jürgen;1969;SPD;128;29;Nordrhein-Westfalen;2021
Markert;Christian;1987;FDP;128;49;Nordrhein-Westfalen;2021
Elixmann;Florian Michael;1987;AfD;128;;;2021
Gesenhues;Jan-Niclas;1990;GRÜNE;128;8;Nordrhein-Westfalen;2021
Vogler;Kathrin;1963;DIE LINKE;128;5;Nordrhein-Westfalen;2021
Pelster;Heidi;1974;Die PARTEI;128;;;2021
Reichert;Ludwig;1956;FREIE WÄHLER;128;;;2021
Recker;Burkhard;1957;dieBasis;128;;;2021
Georgiou;Gabriele;1955;EB: Georgiou 128; 128;;;2021
Kaldewei;Hendrik;1973;EB: Kaldewei 128; 128;;;2021
Nacke;Stefan;1976;CDU;129;18;Nordrhein-Westfalen;2021
Schulze;Svenja;1968;SPD;129;2;Nordrhein-Westfalen;2021
Kretzer;Klaus;1978;FDP;129;36;Nordrhein-Westfalen;2021
Birke;Helmut Gerhard;1954;AfD;129;;;2021
Klein-Schmeink;Maria Anna;1958;GRÜNE;129;7;Nordrhein-Westfalen;2021
Sawilla;Kira;2000;DIE LINKE;129;;;2021
Scholle;Roland;1978;Die PARTEI;129;;;2021
Wirl;Olaf Albert Dietmar;1967;FREIE WÄHLER;129;12;Nordrhein-Westfalen;2021
Möller;Alina Deborah Florence;1994;ÖDP;129;8;Nordrhein-Westfalen;2021
Stolper;Manfred;1962;DKP;129;;;2021
Balint;Peter Michael;1950;dieBasis;129;;;2021
Beckmann;Carina;1992;Volt;129;5;Nordrhein-Westfalen;2021
Dumberger;Andrea Brigitte;1957;EB: Dumberger 129; 129;;;2021
Geselbracht;Sarah Ranjana;1975;EB: Geselbracht 129; 129;;;2021
Rehbaum;Henning;1973;CDU;130;;;2021
Daldrup;Bernhard;1956;SPD;130;9;Nordrhein-Westfalen;2021
Niedostadek;Oliver;1974;FDP;130;22;Nordrhein-Westfalen;2021
Dinter;Dennis;1979;AfD;130;;;2021
Wessels;Jessica;1980;GRÜNE;130;;;2021
Jenkel;Reiner Erwin;1950;DIE LINKE;130;;;2021
Göbel;Joachim;1963;Die PARTEI;130;;;2021
Gerhardt;Ludger;1996;ÖDP;130;;;2021
Hesse;Thomas;1963;dieBasis;130;16;Nordrhein-Westfalen;2021
Brehm;Marius;2000;EB: Brehm 130; 130;;;2021
Brinkhaus;Ralph;1968;CDU;131;3;Nordrhein-Westfalen;2021
Korkmaz-Emre;Elvan;1985;SPD;131;34;Nordrhein-Westfalen;2021
Büker;Patrick;1991;FDP;131;25;Nordrhein-Westfalen;2021
Nußbaum;Axel;1962;AfD;131;;;2021
Stölting;Sebastian;1990;GRÜNE;131;34;Nordrhein-Westfalen;2021
Cirlini;Camila;1965;DIE LINKE;131;;;2021
Hanneforth;Ann-Katrin;1990;Die PARTEI;131;17;Nordrhein-Westfalen;2021
Funke;Kai;1991;FREIE WÄHLER;131;10;Nordrhein-Westfalen;2021
Markmann;René;1985;dieBasis;131;22;Nordrhein-Westfalen;2021
Martinschledde;Werner;1967;EB: Martinschledde 131; 131;;;2021
Zajonc;Anna;1976;EB: Zajonc 131; 131;;;2021
Westerwelle;Angelika;1962;CDU;132;32;Nordrhein-Westfalen;2021
Esdar;Wiebke;1984;SPD;132;16;Nordrhein-Westfalen;2021
Schlifter-de la Fontaine;Jan Maik;1975;FDP;132;34;Nordrhein-Westfalen;2021
Kneller;Maximilian;1993;AfD;132;16;Nordrhein-Westfalen;2021
Haßelmann;Britta Maria;1961;GRÜNE;132;1;Nordrhein-Westfalen;2021
Straetmanns;Friedrich Karl Otto;1961;DIE LINKE;132;10;Nordrhein-Westfalen;2021
Nitsche;Tjark;1999;Die PARTEI;132;;;2021
Schultka;Reinhard Harald;1959;MLPD;132;;;2021
Wächter;Hans-Jürgen Karl;1962;dieBasis;132;;;2021
Upmeier zu Belzen;Stefan;1965;Volt;132;24;Nordrhein-Westfalen;2021
Ebmeyer;Joachim Simon;1985;CDU;133;37;Nordrhein-Westfalen;2021
Schwartze;Stefan;1974;SPD;133;11;Nordrhein-Westfalen;2021
Teutrine;Jens;1993;FDP;133;18;Nordrhein-Westfalen;2021
Schulze;Sebastian Richard;1976;AfD;133;;;2021
Babenhauserheide;Maik;1975;GRÜNE;133;40;Nordrhein-Westfalen;2021
Lieberum;Jan;2000;DIE LINKE;133;;;2021
Möller;Laura;1993;Die PARTEI;133;;;2021
Taborsky;Evelyn;1957;FREIE WÄHLER;133;;;2021
Amidzic;Radisa;1978;dieBasis;133;;;2021
Sonnabend;Martin;1954;EB: Sonnabend 133; 133;;;2021
Vogt;Oliver;1977;CDU;134;19;Nordrhein-Westfalen;2021
Post;Achim Jürgen;1959;SPD;134;13;Nordrhein-Westfalen;2021
Schäffler;Frank Uwe;1968;FDP;134;9;Nordrhein-Westfalen;2021
Landwehr;Sebastian;1989;AfD;134;;;2021
Gambir;Schahina;1991;GRÜNE;134;19;Nordrhein-Westfalen;2021
Kegel;Jule;2001;DIE LINKE;134;;;2021
Schmitz;Sebastian Peter;1980;Die PARTEI;134;;;2021
Müller;August Walter Michael;1949;FREIE WÄHLER;134;16;Nordrhein-Westfalen;2021
Lorenzen;Stephan;1969;dieBasis;134;;;2021
Janzen;Dietrich;1958;Bündnis C;134;3;Nordrhein-Westfalen;2021
Vieregge;Kerstin;1976;CDU;135;17;Nordrhein-Westfalen;2021
Berghahn;Jürgen;1960;SPD;135;46;Nordrhein-Westfalen;2021
Sauter;Christian;1980;FDP;135;16;Nordrhein-Westfalen;2021
Hemmelgarn;Udo Theodor;1959;AfD;135;13;Nordrhein-Westfalen;2021
Wagener;Robin Till Nils Johannes;1980;GRÜNE;135;10;Nordrhein-Westfalen;2021
Brinkmann;Walter;1955;DIE LINKE;135;;;2021
Hartmann;Niklas;1996;Die PARTEI;135;80;Nordrhein-Westfalen;2021
Ochsenfahrt;Ralf;1963;FREIE WÄHLER;135;;;2021
Haberkorn;Enrico;1975;dieBasis;135;8;Nordrhein-Westfalen;2021
Haupt;Michael;1968;LKR;135;;;2021
Haase;Christian;1966;CDU;136;;;2021
Kros;Ulrich;1970;SPD;136;59;Nordrhein-Westfalen;2021
Kuffner;Tanja;1972;FDP;136;47;Nordrhein-Westfalen;2021
Lange;Klaus;1961;AfD;136;;;2021
Riesmeier;Niklas;1991;GRÜNE;136;54;Nordrhein-Westfalen;2021
Wolf;Alina;1993;DIE LINKE;136;;;2021
Thiel;Annalena;2000;Die PARTEI;136;57;Nordrhein-Westfalen;2021
Schröder;Michael;1958;FREIE WÄHLER;136;;;2021
Fröhlingsdorf;Sandra;1971;dieBasis;136;5;Nordrhein-Westfalen;2021
Linnemann;Carsten Christoffer;1977;CDU;137;;;2021
Blienert;Burkhard Karl Erich;1966;SPD;137;52;Nordrhein-Westfalen;2021
Özmen;Roze;1971;FDP;137;37;Nordrhein-Westfalen;2021
Koch;Günter;1959;AfD;137;;;2021
Schlüter;Jörg;1962;GRÜNE;137;;;2021
Schu;Martina;1964;DIE LINKE;137;13;Nordrhein-Westfalen;2021
Martens;Rosanna;1996;Die PARTEI;137;46;Nordrhein-Westfalen;2021
Arlt;Günter;1952;FREIE WÄHLER;137;;;2021
Löper;Anna Hilde;1958;dieBasis;137;14;Nordrhein-Westfalen;2021
Nienhaus;Ernst Christian;1960;CDU;138;49;Nordrhein-Westfalen;2021
Schisanowski;Timo;1981;SPD;138;51;Nordrhein-Westfalen;2021
Helling-Plahr;Katrin;1986;FDP;138;15;Nordrhein-Westfalen;2021
Geitz;Andreas;1964;AfD;138;;;2021
Dahmen;Janosch;1981;GRÜNE;138;24;Nordrhein-Westfalen;2021
Hentschel;Ingo;1962;DIE LINKE;138;;;2021
Sarakatsanos;Athanasios;1992;Die PARTEI;138;;;2021
Buschner;Sara;1970;FREIE WÄHLER;138;;;2021
Funk;Reinhard Johannes;1958;MLPD;138;;;2021
Effenberger;Markus;1980;dieBasis;138;;;2021
Tropp;Michael Stefan;1960;EB: Tropp 138; 138;;;2021
Ziebs;Hartmut;1959;CDU;139;45;Nordrhein-Westfalen;2021
Echeverria;Inaki Axel;1980;SPD;139;31;Nordrhein-Westfalen;2021
Neumann;Anna Patrizia;1994;FDP;139;28;Nordrhein-Westfalen;2021
Korte;Carl-Dietrich;1960;AfD;139;;;2021
Gießwein;Ina Maike;1983;GRÜNE;139;33;Nordrhein-Westfalen;2021
Jost;Clemens;1998;DIE LINKE;139;;;2021
Hanses;Michael;1966;Die PARTEI;139;71;Nordrhein-Westfalen;2021
Tiggemann;Eric;1970;PIRATEN;139;7;Nordrhein-Westfalen;2021
Michaelis;Thorsten;1971;FREIE WÄHLER;139;;;2021
Czylwick;Achim;1954;MLPD;139;;;2021
Kirchner;Michael Thomas;1971;dieBasis;139;;;2021
Schütz;Fabian Richard;1981;CDU;140;39;Nordrhein-Westfalen;2021
Schäfer;Axel Helmut;1952;SPD;140;54;Nordrhein-Westfalen;2021
Beek;Olaf Karl Wilhelm;1967;FDP;140;17;Nordrhein-Westfalen;2021
Lucks;Max;1997;GRÜNE;140;14;Nordrhein-Westfalen;2021
Dagdelen;Sevim;1975;DIE LINKE;140;3;Nordrhein-Westfalen;2021
Bormann;Lena Maria Christina;1983;Die PARTEI;140;23;Nordrhein-Westfalen;2021
Vöhringer;Anna Katharina;1995;MLPD;140;3;Nordrhein-Westfalen;2021
Ugodnikov;Yan;1988;Die Humanisten;140;;;2021
Triebel;Andreas Conrad;1945;dieBasis;140;;;2021
Bußmann;Christoph;1988;CDU;141;53;Nordrhein-Westfalen;2021
Müntefering;Michelle-Jasmin Gabriele;1980;SPD;141;36;Nordrhein-Westfalen;2021
Füßmann;Klaus Wilhelm;1957;FDP;141;43;Nordrhein-Westfalen;2021
Dossenbach;Markus;1968;AfD;141;;;2021
Liedtke;Jacob;1988;GRÜNE;141;48;Nordrhein-Westfalen;2021
Oekentorp;Felix Johannes;1963;DIE LINKE;141;20;Nordrhein-Westfalen;2021
Sippel;Nana Miriam;1985;Die PARTEI;141;;;2021
Walter;Andreas;1962;FREIE WÄHLER;141;18;Nordrhein-Westfalen;2021
Weispfenning;Peter Georg;1967;MLPD;141;1;Hessen;2021
Heiermann;Sven;1977;dieBasis;141;;;2021
Wegener;Klaus;1961;CDU;142;63;Nordrhein-Westfalen;2021
Peick;Jens;1981;SPD;142;57;Nordrhein-Westfalen;2021
Senga;Roman;1982;FDP;142;;;2021
Garbe;Heinrich Theodor;1955;AfD;142;;;2021
Kurth;Markus;1966;GRÜNE;142;22;Nordrhein-Westfalen;2021
Huber;Ann-Christin;1991;DIE LINKE;142;;;2021
Bülow;Marco;1971;Die PARTEI;142;3;Nordrhein-Westfalen;2021
Badura;Michael;1962;Tierschutzpartei;142;3;Nordrhein-Westfalen;2021
Krause;Mario;1973;FREIE WÄHLER;142;;;2021
Rißmann;Sarah-Ines;1984;MLPD;142;7;Nordrhein-Westfalen;2021
Brenner;Hanfried Lothar;1943;DKP;142;;;2021
Lohse;Achim;1974;dieBasis;142;;;2021
Staiger;Daniel;1985;Volt;142;2;Nordrhein-Westfalen;2021
Hofmann;Paul Hendrik;2002;EB: Hofmann 142; 142;;;2021
Trojanowski;Noah Georg;2002;EB: Trojanowski 142; 142;;;2021
Depenbrock;Michael;1970;CDU;143;50;Nordrhein-Westfalen;2021
Poschmann;Sabine;1968;SPD;143;6;Nordrhein-Westfalen;2021
Löhrer;Frieder Cornelius;1956;FDP;143;;;2021
Helferich;Matthias;1988;AfD;143;7;Nordrhein-Westfalen;2021
Weber;Anke;1982;GRÜNE;143;43;Nordrhein-Westfalen;2021
Lemke;Sonja Janet;1991;DIE LINKE;143;;;2021
Goerdt;Sandra;1974;Die PARTEI;143;;;2021
Linde;Stephanie;1976;Tierschutzpartei;143;6;Nordrhein-Westfalen;2021
Häger;Iris;1971;FREIE WÄHLER;143;;;2021
Kossack;Klara;1991;MLPD;143;;;2021
Märtin;Nils;1977;DKP;143;;;2021
Meyer;Nancy;1983;Volt;143;11;Nordrhein-Westfalen;2021
Hüppe;Hubert Wilhelm;1956;CDU;144;21;Nordrhein-Westfalen;2021
Kaczmarek;Oliver;1970;SPD;144;15;Nordrhein-Westfalen;2021
Gülden;Suat Niyazi;1997;FDP;144;38;Nordrhein-Westfalen;2021
Lehmann;Ulrich;1970;AfD;144;;;2021
Sacher;Michael;1964;GRÜNE;144;28;Nordrhein-Westfalen;2021
Meier;Andreas Rolf Wilhelm;1976;DIE LINKE;144;;;2021
Cieszynski;Thomas;1967;FREIE WÄHLER;144;;;2021
Thylmann;Tobias Michael Karl;1955;MLPD;144;;;2021
Helios;Artur Markus;1965;dieBasis;144;;;2021
Peiler;Nadine Verena;1974;EB: Peiler 144; 144;;;2021
Hilwig;Arnd;1973;CDU;145;25;Nordrhein-Westfalen;2021
Thews;Michael Eckardt;1964;SPD;145;48;Nordrhein-Westfalen;2021
Slunjski;Lucas;1995;FDP;145;55;Nordrhein-Westfalen;2021
Hennig;Robert;1958;AfD;145;;;2021
Kesztyüs;Martin Georg;1980;GRÜNE;145;58;Nordrhein-Westfalen;2021
Kämpfe;Rebekka Maria;1987;DIE LINKE;145;;;2021
Hellmig;Folke;1959;FREIE WÄHLER;145;9;Nordrhein-Westfalen;2021
Pfau;Dominik;1979;dieBasis;145;;;2021
Thies;Hans-Jürgen;1955;CDU;146;31;Nordrhein-Westfalen;2021
Hellmich;Wolfgang;1958;SPD;146;21;Nordrhein-Westfalen;2021
Griewel;Fabian;1997;FDP;146;21;Nordrhein-Westfalen;2021
Elsner von Gronow;Gerhard Helmuth Berengar;1978;AfD;146;;;2021
Miah;Mohammad Shahabuddin;1956;GRÜNE;146;38;Nordrhein-Westfalen;2021
Helle;Robert;1998;DIE LINKE;146;;;2021
Hudyma;Christine-Maria;1961;FREIE WÄHLER;146;;;2021
Sälzer;Wolfgang Martin;1960;dieBasis;146;;;2021
Merz;Joachim-Friedrich Martin Josef;1955;CDU;147;;;2021
Wiese;Dirk;1983;SPD;147;5;Nordrhein-Westfalen;2021
Cronenberg;Carl-Julius;1962;FDP;147;14;Nordrhein-Westfalen;2021
Strauß;Otto Winfried;1954;AfD;147;;;2021
Tillmann;Maria Anna Gertrud;1968;GRÜNE;147;31;Nordrhein-Westfalen;2021
Gössling;Karl-Ludwig;1957;DIE LINKE;147;;;2021
Hövelmann;Andreas Ernst Thomas;1984;Die PARTEI;147;;;2021
Vielhaber;Sebastian;1979;FREIE WÄHLER;147;;;2021
Selter;Klaus Wilhelm;1966;dieBasis;147;;;2021
Klein;Volkmar;1960;CDU;148;24;Nordrhein-Westfalen;2021
Licina-Bode;Luiza;1972;SPD;148;32;Nordrhein-Westfalen;2021
Müller;Guido;1973;FDP;148;39;Nordrhein-Westfalen;2021
Zoz;Henning;1964;AfD;148;;;2021
Kraft;Laura Manuela;1990;GRÜNE;148;23;Nordrhein-Westfalen;2021
Büdenbender;Ekkard;1969;DIE LINKE;148;;;2021
Wied;Tobias;1999;Die PARTEI;148;;;2021
Linde;Horst Günter;1960;FREIE WÄHLER;148;;;2021
Weber;Hubert;1957;dieBasis;148;;;2021
Berg;Inka Nicole Sonja;1973;Volt;148;29;Nordrhein-Westfalen;2021
Meister;Roland Matthäus;1953;EB: Meister 148; 148;17;Nordrhein-Westfalen;2021
Müller;Florian Matthias;1987;CDU;149;;;2021
Baradari;Nezahat;1965;SPD;149;26;Nordrhein-Westfalen;2021
Vogel;Johannes;1982;FDP;149;5;Nordrhein-Westfalen;2021
Heger;Klaus;1955;AfD;149;;;2021
Thamm;Holger;1973;GRÜNE;149;;;2021
Ersching;Otto;1965;DIE LINKE;149;;;2021
Dieckmann;Sabrina;1980;FREIE WÄHLER;149;;;2021
Prevorcic;Engelbert Antonius;1953;DKP;149;;;2021
Welz;Dagmar Bärbel;1962;dieBasis;149;12;Nordrhein-Westfalen;2021
Ziemiak;Paul;1985;CDU;150;6;Nordrhein-Westfalen;2021
Lugk;Bettina;1982;SPD;150;14;Nordrhein-Westfalen;2021
Lipproß;Jochen;1957;FDP;150;58;Nordrhein-Westfalen;2021
Bläsing;Daniel;1985;AfD;150;;;2021
Stuckmann;Ingo;1967;GRÜNE;150;;;2021
Thomas-Lienkämper;Michael Martin;1962;DIE LINKE;150;;;2021
Siethoff;Michael;1970;Tierschutzpartei;150;1;Nordrhein-Westfalen;2021
Herbers;Hans Immanuel;1958;FREIE WÄHLER;150;;;2021
Radtke;Stefan;1961;dieBasis;150;;;2021
Bochmann;René;1969;AfD;151;15;Sachsen;2021
Schenderlein;Christiane;1981;CDU;151;2;Sachsen;2021
Rubach;Philipp Johannes;1996;DIE LINKE;151;8;Sachsen;2021
Kleinke;Rüdiger Bernd Alfred;1969;SPD;151;12;Sachsen;2021
Richter;Martin Max;1978;FDP;151;6;Sachsen;2021
Korn;Denis;1977;GRÜNE;151;;;2021
Gutjahr;Karsten;1980;Die PARTEI;151;;;2021
Daiser;Chris;1992;FREIE WÄHLER;151;11;Sachsen;2021
Strenger;Uta;1966;ÖDP;151;2;Sachsen;2021
Klinger;Doreen;1982;dieBasis;151;;;2021
Asmus;Sven;1976;EB: Asmus 151; 151;;;2021
Oschkinat;Sandro;1982;EB: Oschkinat 151; 151;;;2021
Neumann;Christoph;1964;AfD;152;9;Sachsen;2021
Lehmann;Jens;1967;CDU;152;7;Sachsen;2021
Treu;Nina Sophie;1984;DIE LINKE;152;7;Sachsen;2021
Mann;Holger;1979;SPD;152;1;Sachsen;2021
Hobusch;René;1976;FDP;152;12;Sachsen;2021
Müser;Marie Rose;1997;GRÜNE;152;7;Sachsen;2021
Subat;Katharina Christina;1988;Die PARTEI;152;;;2021
Weidinger;Thomas;1962;FREIE WÄHLER;152;1;Sachsen;2021
Wehemeyer-Blum;Rahel;1984;ÖDP;152;6;Sachsen;2021
Kimmerle;Gudrun;1956;MLPD;152;6;Sachsen;2021
Cherki;Kerry Charles;1970;dieBasis;152;3;Sachsen;2021
Weidner;Kristina;1988;Die Humanisten;152;5;Sachsen;2021
Härtlein;Ronald;1980;EB: Härtlein 152; 152;;;2021
Hummitzsch;Karl-Heinz;1948;EB: Hummitzsch 152; 152;;;2021
Kohl;Ralf Detlef;1965;EB: Kohl 152; 152;;;2021
Bayer;Martin;1966;EB: Bayer 152; 152;;;2021
Droese;Siegbert Frank;1969;AfD;153;3;Sachsen;2021
Heller;Jessica;1990;CDU;153;6;Sachsen;2021
Pellmann;Sören;1977;DIE LINKE;153;2;Sachsen;2021
Sthamer;Nadja;1990;SPD;153;6;Sachsen;2021
Jess;Peter;1980;FDP;153;10;Sachsen;2021
Piechotta;Paula Louise;1986;GRÜNE;153;1;Sachsen;2021
Kumbernuß;Thomas;1971;Die PARTEI;153;;;2021
Soudah;André;1976;FREIE WÄHLER;153;;;2021
Köhler;Thomas;1957;PIRATEN;153;5;Sachsen;2021
Kretschmer;Tobias;1990;ÖDP;153;;;2021
Gäbel;Philipp;1987;MLPD;153;3;Sachsen;2021
Rabold;Matti;1970;dieBasis;153;;;2021
Lehn;Jonas;1990;Die Humanisten;153;6;Sachsen;2021
Schöllner;Ulrika;1959;EB: Schöllner 153; 153;10;Bayern;2021
Naujok;Edgar;1960;AfD;154;16;Sachsen;2021
Breitenbuch;Georg-Ludwig;1971;CDU;154;;;2021
Schramm;Julia Ulrike;1985;DIE LINKE;154;;;2021
Mascheck;Franziska;1979;SPD;154;8;Sachsen;2021
Winne;Olaf Christian;1969;FDP;154;;;2021
Vialon;Matthias;1958;GRÜNE;154;;;2021
Küchler;Sabine;1987;Die PARTEI;154;6;Sachsen;2021
Wendt;Denise Corinna;1994;FREIE WÄHLER;154;;;2021
Vauk;Harald Harry Bernhard;1957;ÖDP;154;;;2021
Toloczyki;Christian;1953;dieBasis;154;13;Sachsen;2021
Zimmet;Daniel;1986;EB: Zimmet 154; 154;;;2021
Lenk;Barbara;1982;AfD;155;7;Sachsen;2021
Fischer;Sebastian;1981;CDU;155;12;Sachsen;2021
Pohle;Markus;1991;DIE LINKE;155;14;Sachsen;2021
Dzeyk;Stephanie;1991;SPD;155;;;2021
Schmidt Ramos;Johannes;1991;FDP;155;11;Sachsen;2021
Beese;Karin;1981;GRÜNE;155;15;Sachsen;2021
Bergmann;Theresa;1989;Die PARTEI;155;;;2021
Langerfeld;André;1971;FREIE WÄHLER;155;;;2021
Förster;Steffen Frank;1964;ÖDP;155;5;Sachsen;2021
Hoppe;Maik;1968;dieBasis;155;15;Sachsen;2021
Enge;Uwe;1962;LKR;155;;;2021
Hilse;Karsten;1964;AfD;156;4;Sachsen;2021
Ermer;Roland Albert;1964;CDU;156;9;Sachsen;2021
Lay;Caren Nicole;1972;DIE LINKE;156;3;Sachsen;2021
Michel;Susanne Kathrin;1963;SPD;156;2;Sachsen;2021
Schniebel;Dietrich Matthias;1973;FDP;156;13;Sachsen;2021
Mosler;Lukas;1997;GRÜNE;156;8;Sachsen;2021
Thomas;Steffi;1984;Die PARTEI;156;;;2021
Nasdala;Dirk;1966;FREIE WÄHLER;156;7;Sachsen;2021
Trittmacher;Daniela;1964;dieBasis;156;;;2021
Lehmann;Maik Harald;1968;LKR;156;;;2021
Chrupalla;Tino;1975;AfD;157;1;Sachsen;2021
Oest;Florian;1987;CDU;157;;;2021
Schmidt;Marko;1989;DIE LINKE;157;12;Sachsen;2021
Prause-Kosubek;Harald Holger;1971;SPD;157;14;Sachsen;2021
Grüner;Hans Rudolf;1955;FDP;157;15;Sachsen;2021
Jagiela;Annett;1977;GRÜNE;157;5;Sachsen;2021
Hänchen;Siegmund;1970;FREIE WÄHLER;157;10;Sachsen;2021
Heinke;Stefan;1978;dieBasis;157;4;Sachsen;2021
Blickle;Bernhard Hubert;1958;EB: Blickle 157; 157;;;2021
Twupack;Harald Siegfried;1962;LKR;157;;;2021
Janich;Steffen;1971;AfD;158;6;Sachsen;2021
Franke-Wöller;Corinna;1973;CDU;158;8;Sachsen;2021
Hahn;André;1963;DIE LINKE;158;4;Sachsen;2021
Funke;Fabian;1997;SPD;158;7;Sachsen;2021
Jahn;Dirk;1966;FDP;158;16;Sachsen;2021
Haustein;Nino;1989;GRÜNE;158;;;2021
Fröse;Christoph;1954;FREIE WÄHLER;158;;;2021
Zimmermann;Dirk Matthias;1967;ÖDP;158;4;Sachsen;2021
Mauksch;Roberto;1980;dieBasis;158;;;2021
Brähmig;Klaus;1957;EB: Brähmig 158; 158;;;2021
Queck;Helga;1959;EB: Queck 158; 158;;;2021
Maier;Jens;1962;AfD;159;2;Sachsen;2021
Reichel;Markus;1968;CDU;159;3;Sachsen;2021
Kipping;Katja;1978;DIE LINKE;159;1;Sachsen;2021
Nasr;Rasha;1992;SPD;159;4;Sachsen;2021
Herbst;Torsten;1973;FDP;159;1;Sachsen;2021
Saleh;Kassem Taher;1993;GRÜNE;159;4;Sachsen;2021
Küttner;Robert;1988;Die PARTEI;159;;;2021
Henkel;Stephanie;1992;PIRATEN;159;3;Sachsen;2021
Taubert;Markus Peter;1996;ÖDP;159;3;Sachsen;2021
Ebert;Andrea;1957;MLPD;159;;;2021
Grottker;Constanze;1962;dieBasis;159;;;2021
Vieweg;Janko;1975;Bündnis C;159;6;Sachsen;2021
Ritter;Robert;2001;Die Humanisten;159;;;2021
Fuchs;Marcus;1983;EB: Fuchs 159; 159;;;2021
Häupl;Lothar;1949;EB: Häupl 159; 159;;;2021
Harlaß;Andreas;1961;AfD;160;5;Sachsen;2021
Rohwer;Lars;1972;CDU;160;;;2021
Lang;Silvio;1983;DIE LINKE;160;;;2021
Schumann;Stephan;1988;SPD;160;11;Sachsen;2021
Müller;Silke;1970;FDP;160;8;Sachsen;2021
Spellerberg;Merle;1996;GRÜNE;160;3;Sachsen;2021
Brock;Charlotte;1994;Die PARTEI;160;;;2021
Lemke;Korvin;1990;FREIE WÄHLER;160;6;Sachsen;2021
Herpertz;Anne;1998;PIRATEN;160;1;Sachsen;2021
Busch;Florian;1984;ÖDP;160;13;Sachsen;2021
Slave;Günter;1955;MLPD;160;1;Sachsen;2021
Althoff;Anke;1963;dieBasis;160;2;Sachsen;2021
Kabus;Andreas;1973;Gesundheitsforschung;160;1;Sachsen;2021
Gründler;Michael;1958;BüSo;160;;;2021
Hannig;Frank;1970;EB: Hannig 160; 160;;;2021
