vorname;nachname;geburtsjahr;Partei;wahlkreis_id;bundesland;listenplatz;Titel;Namenszusatz;Wohnort;Beruf;jahr
Björn;Birkholz;1975;Die PARTEI;-1;Baden-Württemberg;10;;;;;2017
Waldemar;Birkle;1973;AfD;279;-1;-1;;;;;2017
Jan-Hendrik;Birkner;1980;Die PARTEI;-1;Berlin;15;;;;;2017
Cornelia;Birkner;1961;FREIE WÄHLER;-1;Sachsen-Anhalt;12;;;;;2017
Matthias W.;Birkwald;1961;DIE LINKE;94;Nordrhein-Westfalen;2;;;;;2017
Sebastian;Birlinger;1984;Die PARTEI;-1;Bayern;4;;;;;2017
Burkhard;Bisanz;1958;SPD;-1;Niedersachsen;59;;;;;2017
Frank-Ronald;Bischoff;1948;AfD;68;Sachsen-Anhalt;7;;;;;2017
Andreas;Bist;1978;FDP;111;Nordrhein-Westfalen;46;;;;;2017
Günther;Bittel;1953;MLPD;115;Nordrhein-Westfalen;23;;;;;2017
Oliver;Bittmann;1963;GRÜNE;166;-1;-1;;;;;2017
Jens;Bitzka;1971;GRÜNE;156;-1;-1;;;;;2017
Jérôme;Blandin;1995;V-Partei³;-1;Berlin;3;;;;;2017
Robert;Bläsing;1982;FDP;21;Hamburg;3;;;;;2017
Cornelia;Blattner;1964;CDU;-1;Sachsen;16;;;;;2017
Henrike;Blaum;1989;SPD;-1;Hessen;30;;;;;2017
Andreas;Bleck;1988;AfD;197;Rheinland-Pfalz;3;;;;;2017
Heike;Bleidistel;1941;Die Grauen;-1;Berlin;8;;;;;2017
Karl-Heinz;Blenk;1963;BGE;-1;Bayern;3;;;;;2017
Peter;Bleser;1952;CDU;200;Rheinland-Pfalz;2;;;;;2017
Lothar (Lo Graf von Blickensdorf);Blickensdorf;1951;Die PARTEI;80;-1;-1;;;;;2017
Burkhard;Blienert;1966;SPD;137;Nordrhein-Westfalen;27;;;;;2017
Andreas;Bloch;1960;DM;-1;Berlin;2;;;;;2017
Wolfgang;Bloch;1971;DM;-1;Baden-Württemberg;3;;;;;2017
Christoph Karl;Blödner;1982;FDP;160;Sachsen;11;;;;;2017
Bettina;Blödner;1958;DM;-1;Thüringen;4;;;;;2017
Annegret Ingrid Ingeburg;Blohm;1947;DiB;-1;Bayern;5;;;;;2017
Simon Georg;Bludovsky;1976;DIE LINKE;211;-1;-1;;;;;2017
Heidrun;Bluhm;1958;DIE LINKE;17;Mecklenburg-Vorpommern;2;;;;;2017
Arnold;Blum;1952;MLPD;56;Brandenburg;2;;;;;2017
Verena;Blum de Sardón;1975;DM;-1;Brandenburg;5;;;;;2017
Fabian;Blume;1978;du.;-1;Berlin;3;;;;;2017
Sebastian;Blume;1985;EB: Blume;83;-1;-1;;;;;2017
Mirjam;Blumenthal;1972;SPD;-1;Berlin;9;;;;;2017
Sebastian;Blumenthal;1974;FDP;5;-1;-1;;;;;2017
Thorsten;Blümlein;1971;AfD;184;-1;-1;;;;;2017
Bernd Friedrich;Blümmel;1963;DKP;-1;Hessen;12;;;;;2017
Martin Klaus;Bochmann;1974;Die PARTEI;-1;Sachsen-Anhalt;1;;;;;2017
Mario;Bochtler;1963;Tierschutzpartei;-1;Nordrhein-Westfalen;6;;;;;2017
Reinhard Winfried Ulrich Emil;Bock;1952;DiB;-1;Niedersachsen;8;;;;;2017
Kai;Bock;1974;DIE LINKE;268;-1;-1;;;;;2017
Catharina Brigitte;Bockelmann;1987;SPD;-1;Brandenburg;30;;;;;2017
Helena Suzanne;Böckmann;1987;CDU;-1;Nordrhein-Westfalen;64;;;;;2017
Mathias Bernd;Bodenschatz;1975;DM;-1;Bayern;14;;;;;2017
Matthias;Boehle;1993;Die PARTEI;-1;Sachsen;20;;;;;2017
Florian;Boehlke;1979;SPD;-1;Bremen;4;;;;;2017
Peter Christian Pascal;Boehringer;1969;AfD;232;Bayern;2;;;;;2017
Markus;Böhlen;1966;GRÜNE;293;Baden-Württemberg;36;;;;;2017
Michael;Böhm;1970;PIRATEN;239;Bayern;9;;;;;2017
Martin;Böhm;1964;AfD;238;Bayern;29;;;;;2017
Andreas;Böhme;1960;FREIE WÄHLER;190;Thüringen;1;;;;;2017
Martin-Maurice;Böhme;1981;CDU;-1;Rheinland-Pfalz;22;;;;;2017
Marcel;Bohn;1983;Die PARTEI;-1;Nordrhein-Westfalen;20;;;;;2017
Oliver;Bohnenberger;1965;DiB;-1;Baden-Württemberg;8;;;;;2017
Hermann;Bohnenkamp;1956;Bündnis C;38;-1;-1;;;;;2017
Duancon;Bohnert;1975;NPD;180;-1;-1;;;;;2017
Helmut Rudi;Bohn-Klein;1952;MLPD;299;Saarland;4;;;;;2017
Richard;Böhringer;1944;FDP;255;Bayern;51;;;;;2017
Elke;du Bois;1959;FREIE WÄHLER;66;Sachsen-Anhalt;2;;;;;2017
Karl-Heinz;Bok;1951;ÖDP;-1;Baden-Württemberg;17;;;;;2017
Tayabeh;Bokah Tamejani;1958;DIE LINKE;42;-1;-1;;;;;2017
Hanke Friedrich;Bokelmann;1981;FDP;171;Hessen;16;;;;;2017
René;Boldt;1973;CSU;-1;Bayern;63;;;;;2017
Gereon Martin;Bollmann;1953;AfD;4;Schleswig-Holstein;3;;;;;2017
Jens Manuel;Bolm;1982;Die PARTEI;41;Niedersachsen;17;;;;;2017
Johannes;Bombeck;1962;ÖDP;-1;Nordrhein-Westfalen;4;;;;;2017
Udo Adam;Bonn;1953;DIE LINKE;106;-1;-1;;;;;2017
Karin Michaela;Boolzen;1964;ÖDP;224;-1;-1;;;;;2017
Sebastian Oliver;Borchart;1990;DIE LINKE;-1;Saarland;4;;;;;2017
Miriam;Borchert;1984;Die PARTEI;-1;Thüringen;10;;;;;2017
Mario;Borchert;1970;EB: Borchert;56;-1;-1;;;;;2017
Thomas;Born;1983;BüSo;-1;Sachsen;7;;;;;2017
Jörg;Bornack;1953;GRÜNE;151;-1;-1;;;;;2017
Pawel;Borodan;1974;PIRATEN;182;Hessen;2;;;;;2017
Georg;Boroviczény;1947;PIRATEN;-1;Berlin;8;;;;;2017
Matthias;Borowiak;1984;GRÜNE;69;Sachsen-Anhalt;4;;;;;2017
Thomas;Bossack;1970;BGE;-1;Sachsen;3;;;;;2017
Franz;Bossek;1965;GRÜNE;253;Bayern;43;;;;;2017
Martina Nicola;Böswald;1966;AfD;288;-1;-1;;;;;2017
Detlev;Bötcher;1969;Die PARTEI;-1;Hamburg;16;;;;;2017
Jimmy Niklas;Both;1996;Die PARTEI;-1;Saarland;3;;;;;2017
Dieter;Böttcher;1952;MLPD;264;Baden-Württemberg;9;;;;;2017
Reinhard;Böttger;1954;DIE LINKE;226;-1;-1;;;;;2017
Willi;Bovenkerk;1968;EB: Bovenkerk;112;-1;-1;;;;;2017
Kai Torsten;Boxberg;1999;PIRATEN;89;Nordrhein-Westfalen;5;;;;;2017
Stephan;Boyens;1962;AfD;95;Nordrhein-Westfalen;19;;;;;2017
Marie-Theresa;Braatz;1996;SPD;-1;Brandenburg;32;;;;;2017
Norbert;Brackmann;1954;CDU;10;Schleswig-Holstein;2;;;;;2017
Kurt Michael;Dr. Braedt;1951;DIE LINKE;-1;Niedersachsen;12;;;;;2017
Klaus;Brähmig;1957;CDU;158;Sachsen;8;;;;;2017
Stephan;Bramorski;1985;SPD;-1;Nordrhein-Westfalen;80;;;;;2017
Michael;Brand;1973;CDU;174;Hessen;11;;;;;2017
Andreas;Brand;1978;FDP;-1;Rheinland-Pfalz;27;;;;;2017
Klaus;Brand;1969;PIRATEN;-1;Rheinland-Pfalz;7;;;;;2017
Lothar Ferdinand;Brandau;1950;FDP;158;Sachsen;9;;;;;2017
Jens;Dr. Brandenburg;1986;FDP;277;Baden-Württemberg;9;;;;;2017
Mario;Brandenburg;1983;FDP;211;Rheinland-Pfalz;3;;;;;2017
Christian;Brandes;1981;Die PARTEI;-1;Berlin;75;;;;;2017
Giesela Olga Waltraud;Brandes-Steggewentz;1949;DIE LINKE;39;-1;-1;;;;;2017
Reinhard;Dr. Brandl;1977;CSU;216;-1;-1;;;;;2017
Tobias;Brandmähl;1982;V-Partei³;-1;Bayern;12;;;;;2017
Stephan;Brandner;1966;AfD;193;Thüringen;1;;;;;2017
Alexander;Brandt;1975;PIRATEN;268;Baden-Württemberg;15;;;;;2017
Stephan;Brandt;1943;MLPD;18;Hamburg;5;;;;;2017
Michel;Brandt;1990;DIE LINKE;271;Baden-Württemberg;6;;;;;2017
Helmut;Brandt;1950;CDU;88;Nordrhein-Westfalen;20;;;;;2017
Karin Sigrid;Brandt;1955;FREIE WÄHLER;-1;Sachsen-Anhalt;10;;;;;2017
Franziska;Dr. Brantner;1979;GRÜNE;274;Baden-Württemberg;9;;;;;2017
Daniel;Bratanovic;1981;DKP;-1;Berlin;7;;;;;2017
Hagen Michael Wolfgang;Dr. Brauer;1954;AfD;-1;Mecklenburg-Vorpommern;7;;;;;2017
Ralf;Dr. Brauksiepe;1967;CDU;139;Nordrhein-Westfalen;9;;;;;2017
Frank Georg;Braun;1952;DKP;41;Niedersachsen;12;;;;;2017
Jürgen;Braun;1961;AfD;264;Baden-Württemberg;6;;;;;2017
Helge Reinhold;Prof. Dr. Braun;1972;CDU;173;Hessen;1;;;;;2017
Max;Braun;1994;Die PARTEI;-1;Baden-Württemberg;4;;;;;2017
Petra;Braun;1965;MLPD;-1;Baden-Württemberg;15;;;;;2017
Harald Gerhard;Braun;1954;MLPD;-1;Bremen;6;;;;;2017
Michael;Braun;1965;GRÜNE;99;-1;-1;;;;;2017
Rica;Braune;1968;GRÜNE;-1;Thüringen;11;;;;;2017
Darija;Bräuniger;1987;FDP;-1;Berlin;11;;;;;2017
Eberhard;Dr. Brecht;1950;SPD;68;Sachsen-Anhalt;5;;;;;2017
Holger Gregor;Breg;1981;Die PARTEI;-1;Sachsen;16;;;;;2017
Silvia;Breher;1973;CDU;32;Niedersachsen;25;;;;;2017
Sebastian;Brehm;1971;CSU;244;Bayern;22;;;;;2017
Ulrich;Brehme;1966;ÖDP;-1;Niedersachsen;5;;;;;2017
Heike;Brehmer;1962;CDU;68;Sachsen-Anhalt;1;;;;;2017
Ilka;Brehmer;1971;GRÜNE;103;-1;-1;;;;;2017
Michael;Breilmann;1983;CDU;121;Nordrhein-Westfalen;55;;;;;2017
Albert;Breininger;1974;AfD;-1;Rheinland-Pfalz;8;;;;;2017
Markus;Dr. Brem;1969;FREIE WÄHLER;253;Bayern;5;;;;;2017
Fatimah;Brendecke;1965;BP;243;-1;-1;;;;;2017
Günther;Brendle-Behnisch;1956;ÖDP;241;Bayern;7;;;;;2017
Hans-Peter;Dr. Brenner;1947;DKP;-1;Nordrhein-Westfalen;4;;;;;2017
Helmut Joachim;Dr. Bresch;1954;MG;-1;Sachsen-Anhalt;5;;;;;2017
Karl-Heinz Gerd;Breternitz;1948;AfD;33;Niedersachsen;25;;;;;2017
Jörg;Bretschneider;1970;AfD;-1;Sachsen;12;;;;;2017
Ingrid Marianna;Brettschneider;1941;ÖDP;27;Niedersachsen;4;;;;;2017
Marius Josef;Brey;1996;DIE LINKE;234;-1;-1;;;;;2017
Leni;Breymaier;1960;SPD;270;Baden-Württemberg;1;;;;;2017
Heinrich;Brinker;1957;DIE LINKE;262;-1;-1;;;;;2017
Ralph;Brinkhaus;1968;CDU;131;Nordrhein-Westfalen;7;;;;;2017
Günter;Brinkmann;1947;FREIE WÄHLER;194;Thüringen;3;;;;;2017
Angelika;Dr. Brinkmann;1956;PIRATEN;-1;Berlin;9;;;;;2017
Klaus;Brinkmann;1959;DIE LINKE;45;-1;-1;;;;;2017
Johannes;Brinkrolf;1964;AfD;132;-1;-1;;;;;2017
Kristina;Dr. Brixius;1986;CDU;-1;Rheinland-Pfalz;17;;;;;2017
Silvia;Brock;1962;AfD;54;-1;-1;;;;;2017
Berthold;Brodersen;1952;FDP;2;-1;-1;;;;;2017
Carsten;Dr. Brodesser;1967;CDU;99;Nordrhein-Westfalen;36;;;;;2017
Martina;Broschei;1965;PIRATEN;40;Niedersachsen;7;;;;;2017
Philipp;Bruck;1989;GRÜNE;-1;Bremen;4;;;;;2017
Janina;Bruckmann;1984;V-Partei³;-1;Rheinland-Pfalz;6;;;;;2017
Gerhard;Bruckner;1958;Die PARTEI;219;Bayern;2;;;;;2017
Agnes;Brugger;1985;GRÜNE;294;Baden-Württemberg;5;;;;;2017
Lagin Tibor;Brumme;1970;CSU;-1;Bayern;59;;;;;2017
Gerrit;Brüning;1989;DKP;-1;Bremen;4;;;;;2017
Julian;Brüning;1994;CDU;-1;Brandenburg;13;;;;;2017
Anna Sophie;Brüning;1972;BGE;-1;Niedersachsen;2;;;;;2017
Jakob;Brunken;1987;GRÜNE;9;Schleswig-Holstein;6;;;;;2017
Sibylle;von Brunn;1965;FDP;174;Hessen;14;;;;;2017
Lea;Brunn;1989;DiB;-1;Nordrhein-Westfalen;1;;;;;2017
Karl Heinz;Dr. Brunner;1953;SPD;255;Bayern;15;;;;;2017
David;Brunner;1987;BGE;-1;Baden-Württemberg;10;;;;;2017
Franz Friedrich;Brunner;1954;SPD;-1;Bayern;48;;;;;2017
Michael;Bruns;1973;DIE LINKE;-1;Nordrhein-Westfalen;16;;;;;2017
Hannah;Bruns;1993;DIE LINKE;-1;Nordrhein-Westfalen;13;;;;;2017
Joachim;Bruns;1968;ÖDP;129;-1;-1;;;;;2017
Luca Tadeusz Johannes;Brunsch;1995;GRÜNE;-1;Schleswig-Holstein;12;;;;;2017
Franziska;Brychcy;1984;DIE LINKE;79;Berlin;9;;;;;2017
Sandra Maria;Bubendorfer-Licht;1969;FDP;212;Bayern;13;;;;;2017
Sebastian;Bucher;1975;EB: Bucher;188;-1;-1;;;;;2017
Bernd;Dr. Buchholz;1961;FDP;10;Schleswig-Holstein;2;;;;;2017
Christine;Buchholz;1971;DIE LINKE;185;Hessen;3;;;;;2017
Jochen;Buchholz;1977;PIRATEN;-1;Baden-Württemberg;14;;;;;2017
Sven;Buchler;1994;V-Partei³;-1;Thüringen;2;;;;;2017
Klaus;Prof. Dr. Buchner;1941;ÖDP;-1;Bayern;2;;;;;2017
Lucas;Büchner;1988;ÖDP;236;-1;-1;;;;;2017
Herbert;Buchta;1954;MLPD;-1;Rheinland-Pfalz;7;;;;;2017
Josef;Buck;1961;MLPD;275;Baden-Württemberg;21;;;;;2017
Sandra;Bücken-Kramps;1974;DIE LINKE;-1;Nordrhein-Westfalen;23;;;;;2017
Katrin;Budde;1965;SPD;74;Sachsen-Anhalt;2;;;;;2017
Manfred;Büddemann;1951;DIE LINKE;114;-1;-1;;;;;2017
Petra;Budke;1958;GRÜNE;58;Brandenburg;3;;;;;2017
Timo;Budszuhn;1994;DKP;-1;Nordrhein-Westfalen;8;;;;;2017
Marcus;Bühl;1977;AfD;-1;Thüringen;3;;;;;2017
Siegfried;Bühler;1975;BGE;-1;Rheinland-Pfalz;4;;;;;2017
Erik;Buhn;1984;Die PARTEI;-1;Bayern;9;;;;;2017
Friedhelm;Bühner;1960;DKP;-1;Baden-Württemberg;10;;;;;2017
Vesna;Buljevic;1954;MLPD;-1;Nordrhein-Westfalen;27;;;;;2017
Birke;Bull-Bischoff;1963;DIE LINKE;73;Sachsen-Anhalt;3;;;;;2017
Carsten;Bullert;1975;Die PARTEI;110;-1;-1;;;;;2017
Jochen;Bülow;1965;DIE LINKE;197;Rheinland-Pfalz;4;;;;;2017
Marco;Bülow;1971;SPD;142;Nordrhein-Westfalen;56;;;;;2017
Bérangère;Bultheel;1980;EB: Bultheel;19;-1;-1;;;;;2017
Sören;Bund-Becker;1993;GRÜNE;298;-1;-1;;;;;2017
Paul;Bunjes;1994;GRÜNE;209;Rheinland-Pfalz;10;;;;;2017
Marco;Buntenbach;1993;DIE RECHTE;273;-1;-1;;;;;2017
Katharina Martina Elisabeth;Büntjen;1955;FREIE WÄHLER;55;Bremen;1;;;;;2017
Jörg Berthold;Bur;1966;BGE;-1;Saarland;1;;;;;2017
Susanne;Bur;1953;BGE;-1;Saarland;3;;;;;2017
Christoph;Burandt;1968;CDU;-1;Baden-Württemberg;25;;;;;2017
Dietrich;Burchard;1965;GRÜNE;263;Baden-Württemberg;20;;;;;2017
Katharina;Burger;1990;CDU;-1;Baden-Württemberg;52;;;;;2017
Hans-Jürgen;Burghart;1965;BP;-1;Bayern;11;;;;;2017
Oliver;Burkardsmaier;1970;PIRATEN;-1;Baden-Württemberg;7;;;;;2017
Uwe;Burkart;1963;AfD;280;Baden-Württemberg;26;;;;;2017
Boris;Burkert;1961;GRÜNE;229;Bayern;35;;;;;2017
Martin;Burkert;1964;SPD;245;Bayern;3;;;;;2017
Oskar;Burkert;1951;CDU;-1;Nordrhein-Westfalen;74;;;;;2017
Alfred;Burkhardt;1953;FREIE WÄHLER;267;Baden-Württemberg;14;;;;;2017
Erich Karl;Burmeister;1953;DIE LINKE;121;-1;-1;;;;;2017
Christopher;Burow;1986;V-Partei³;-1;Hessen;4;;;;;2017
Thomas Wolfgang;Bursian;1959;FDP;-1;Rheinland-Pfalz;20;;;;;2017
Andrea;Busch;1964;SPD;-1;Niedersachsen;62;;;;;2017
Hardy;Buschle;1957;DM;-1;Baden-Württemberg;13;;;;;2017
Marco;Dr. Buschmann;1977;FDP;123;Nordrhein-Westfalen;4;;;;;2017
Martin Kenny;Buschmann;1970;Tierschutzpartei;-1;Hamburg;3;;;;;2017
Karlheinz;Busen;1951;FDP;126;Nordrhein-Westfalen;10;;;;;2017
Jana Marina;Büskens;1995;Die PARTEI;-1;Niedersachsen;5;;;;;2017
Ines;Busse;1969;FREIE WÄHLER;67;Sachsen-Anhalt;7;;;;;2017
Philip;Le Butt;1988;SPD;-1;Niedersachsen;57;;;;;2017
Elke;Buttkereit;1966;SPD;114;Nordrhein-Westfalen;22;;;;;2017
Matthias;Büttner;1990;AfD;66;Sachsen-Anhalt;3;;;;;2017
Andreas Hermann;Büttner;1973;DIE LINKE;57;-1;-1;;;;;2017
Stefan;Butz;1972;Die PARTEI;-1;Rheinland-Pfalz;13;;;;;2017
Petr;Bystron;1972;AfD;217;Bayern;4;;;;;2017
Hamze;Bytyçi;1982;DIE LINKE;-1;Berlin;14;;;;;2017
Franz;de B_l;1950;Die PARTEI;-1;Berlin;52;;;;;2017
Nuran;Cakmakli;1965;MLPD;-1;Baden-Württemberg;8;;;;;2017
Fatih;Calim;1980;AD-DEMOKRATEN;-1;Nordrhein-Westfalen;13;;;;;2017
Christoph Josef;Calta;1985;BP;-1;Bayern;4;;;;;2017
Alexander;Carapinha Hesse;1984;FDP;33;Niedersachsen;26;;;;;2017
Achim;Carius;1954;CDU;-1;Hessen;42;;;;;2017
Lars;Dr. Castellucci;1974;SPD;277;Baden-Württemberg;12;;;;;2017
Anke Karin;Castrup;1965;V-Partei³;-1;Nordrhein-Westfalen;25;;;;;2017
Vanessa Barbara;Catalan Sanchez;1980;V-Partei³;-1;Hamburg;3;;;;;2017
Sebastian;Cedel;1984;Die PARTEI;-1;Sachsen;2;;;;;2017
Ahmet;Celik;1976;AD-DEMOKRATEN;-1;Nordrhein-Westfalen;7;;;;;2017
Tevfik;Çelikkan;1967;EB: Çelikkan;91;-1;-1;;;;;2017
Meryem Dagmar;Çelikkol;1969;GRÜNE;18;Hamburg;7;;;;;2017
Filiz;Cetin;1976;SPD;-1;Bayern;47;;;;;2017
Jörg;Cezanne;1958;DIE LINKE;184;Hessen;4;;;;;2017
Steffen Michel Sigmar;Christ;1969;AfD;121;-1;-1;;;;;2017
Monika Brigitte;Christann;1952;DIE LINKE;183;Hessen;9;;;;;2017
Heinrich;Christl;1949;BGE;-1;Baden-Württemberg;9;;;;;2017
Anna;Dr. Christmann;1983;GRÜNE;259;Baden-Württemberg;11;;;;;2017
Rolf;Christoleit;1955;BGE;-1;Schleswig-Holstein;9;;;;;2017
Tino;Chrupalla;1975;AfD;157;Sachsen;5;;;;;2017
Thomas;Cieszynski;1967;FREIE WÄHLER;144;-1;-1;;;;;2017
Mahmut;Cinar;1982;SPD;-1;Schleswig-Holstein;15;;;;;2017
Selcuk;Cingi;1983;AD-DEMOKRATEN;-1;Nordrhein-Westfalen;2;;;;;2017
Eugen;Ciresa;1957;AfD;291;-1;-1;;;;;2017
Robert;Clausecker;1994;Die PARTEI;-1;Berlin;58;;;;;2017
Johannes;Cleiß;1984;BGE;-1;Baden-Württemberg;16;;;;;2017
Antje Christine;Clemens;1985;DIE LINKE;249;-1;-1;;;;;2017
Marcel Stephan;Clostermann;1987;PIRATEN;144;-1;-1;;;;;2017
Felix;Coeln;1965;BGE;-1;Nordrhein-Westfalen;6;;;;;2017
Thomas;Dr. Cohnen;1968;Neue Liberale;208;-1;-1;;;;;2017
Miriam;Collée;1986;SPD;-1;Hessen;34;;;;;2017
Jörg-Rainer;Collin;1953;ÖDP;-1;Brandenburg;1;;;;;2017
Gitta;Connemann;1964;CDU;25;Niedersachsen;7;;;;;2017
Gabriele;Conrad;1960;MLPD;261;Baden-Württemberg;13;;;;;2017
Ralf-Günther;Dr. Conradi;1956;AfD;-1;Berlin;10;;;;;2017
Enrico;Corongiu;1978;SPD;226;Bayern;39;;;;;2017
Kirsten;Cortez de Lobao;1963;FDP;297;Saarland;3;;;;;2017
Peter Anton;Corticelli;1970;FDP;-1;Bayern;42;;;;;2017
Jürgen;Coße;1969;SPD;128;Nordrhein-Westfalen;29;;;;;2017
Carl Cevin-Key;Coste;1996;FDP;23;Hamburg;6;;;;;2017
Joana Eleonora;Cotar;1973;AfD;-1;Hessen;2;;;;;2017
Caroline;Covolo;1988;FDP;32;Niedersachsen;11;;;;;2017
Viola;von Cramon-Taubadel;1970;GRÜNE;52;Niedersachsen;9;;;;;2017
Claus;Cremer;1979;NPD;-1;Nordrhein-Westfalen;2;;;;;2017
Carl-Julius;Cronenberg;1962;FDP;147;Nordrhein-Westfalen;14;;;;;2017
Gottfried;Dr. Curio;1960;AfD;-1;Berlin;2;;;;;2017
Anna Elisabeth;Dr. Cyron;1955;AfD;-1;Bayern;21;;;;;2017
Michael;Czech;1955;DKP;-1;Berlin;4;;;;;2017
Sebastian;Czich;1980;PIRATEN;-1;Sachsen;6;;;;;2017
Achim;Czylwick;1954;MLPD;139;-1;-1;;;;;2017
Jonas;Dachner;1986;MLPD;271;Baden-Württemberg;5;;;;;2017
Michael;Dachner;1957;EB: Dachner;278;-1;-1;;;;;2017
Mirko;Dachroth;1975;FDP;59;Brandenburg;4;;;;;2017
Sevim;Da_delen;1975;DIE LINKE;140;Nordrhein-Westfalen;3;;;;;2017
Seyhan;Dagli;1969;AD-DEMOKRATEN;-1;Nordrhein-Westfalen;8;;;;;2017
Thomas;Dahlmann;1960;SPD;-1;Nordrhein-Westfalen;74;;;;;2017
Stefan;Dahlmanns;1965;FDP;109;Nordrhein-Westfalen;38;;;;;2017
Janosch;Dr. Dahmen;1981;GRÜNE;139;Nordrhein-Westfalen;14;;;;;2017
Bernhard;Daldrup;1956;SPD;130;Nordrhein-Westfalen;7;;;;;2017
Johannes Albert;Dallheimer;1994;FDP;241;Bayern;20;;;;;2017
Astrid;Damerow;1958;CDU;2;Schleswig-Holstein;5;;;;;2017
Manfred;Dammann;1959;NPD;-1;Niedersachsen;4;;;;;2017
Steffen;Dammann;1980;BGE;-1;Sachsen-Anhalt;8;;;;;2017
Thomas;Damson;1981;AfD;199;Rheinland-Pfalz;11;;;;;2017
Jens;Daniel-Sommer;1957;Die PARTEI;-1;Berlin;49;;;;;2017
Stanislav;Danschikov;1976;NPD;-1;Niedersachsen;11;;;;;2017
Ekkehard Martin Walter;Darge;1971;GRÜNE;-1;Hessen;24;;;;;2017
Frank;Darguß;1979;DKP;-1;Niedersachsen;5;;;;;2017
Britta Katharina;Dassler;1964;FDP;242;Bayern;9;;;;;2017
Burhanettin;Datli;1966;EB: Datli;116;-1;-1;;;;;2017
Doris;Daubertshäuser;1955;AfD;-1;Hessen;18;;;;;2017
Dursun;Dayi;1964;FREIE WÄHLER;286;Baden-Württemberg;6;;;;;2017
Defne Ilayda;Dayi;1998;FREIE WÄHLER;-1;Baden-Württemberg;12;;;;;2017
Jan Patrick Jürgen;Deboy;1985;SPD;184;Hessen;23;;;;;2017
Christian Oliver Elmar;Debus;1969;Die PARTEI;-1;Hessen;21;;;;;2017
Gökhan;Deger;1973;FREIE WÄHLER;-1;Bayern;40;;;;;2017
Anjana;Degert;1972;FREIE WÄHLER;245;Bayern;31;;;;;2017
Stephan;Dehler;1984;FDP;184;Hessen;18;;;;;2017
Jörg-Diether Wilhelm;Dr. Dehm-Desoi;1950;DIE LINKE;43;Niedersachsen;2;;;;;2017
Jacqueline;Dejosez;1993;SPD;-1;Mecklenburg-Vorpommern;7;;;;;2017
Bodo;Delhey;1952;FREIE WÄHLER;180;Hessen;21;;;;;2017
Ekin;Deligöz;1971;GRÜNE;255;Bayern;3;;;;;2017
Michael;Deller;1991;FDP;-1;Bayern;39;;;;;2017
Eric;Dembowski;1987;V-Partei³;-1;Sachsen;8;;;;;2017
Phyliss Hatice;Demirel;1964;GRÜNE;19;Hamburg;5;;;;;2017
Silvia;Demper;1982;SPD;-1;Hessen;38;;;;;2017
Hermann Johann;Dempfle;1957;BP;-1;Bayern;12;;;;;2017
Ellen;Demuth;1982;CDU;-1;Rheinland-Pfalz;33;;;;;2017
Torben;Denecke;1983;Die PARTEI;-1;Berlin;18;;;;;2017
Johannes;Dengler;1955;DM;-1;Baden-Württemberg;10;;;;;2017
Lisa;Dengler;1990;Tierschutzpartei;-1;Baden-Württemberg;12;;;;;2017
Katharina Luise Lotti;Denker;1985;Die PARTEI;-1;Hamburg;5;;;;;2017
Simon;Dennenmoser;1991;AfD;-1;Baden-Württemberg;21;;;;;2017
Martin Michael;Dr. Depner;1958;AfD;-1;Niedersachsen;23;;;;;2017
Thomas;Deppe;1986;CDU;-1;Niedersachsen;50;;;;;2017
Daniel;Deptala;1988;MENSCHLICHE WELT;-1;Berlin;4;;;;;2017
Paul;Derabin;1988;CDU;-1;Niedersachsen;52;;;;;2017
Henri;Dernedde;1995;Die PARTEI;-1;Bayern;21;;;;;2017
Martina;Dettke;1963;SPD;-1;Brandenburg;23;;;;;2017
Jürgen;Dettmann;1966;FREIE WÄHLER;-1;Mecklenburg-Vorpommern;12;;;;;2017
Lars;Deusch;1997;Tierschutzallianz;-1;Baden-Württemberg;7;;;;;2017
Reinhold;Deuter;1958;PIRATEN;-1;Bayern;11;;;;;2017
Robin Klaus;Deutsch;1958;DM;-1;Nordrhein-Westfalen;5;;;;;2017
Paul;Deutsch;1951;MLPD;50;-1;-1;;;;;2017
Susanna;von Dewitz;1973;PIRATEN;-1;Baden-Württemberg;11;;;;;2017
Karamba;Dr. Diaby;1961;SPD;72;Sachsen-Anhalt;3;;;;;2017
Gerhard;Dick;1954;BGE;-1;Bremen;5;;;;;2017
Petra;Dick-Walther;1967;FDP;-1;Rheinland-Pfalz;8;;;;;2017
Bärbel;Diebel-Geries;1966;SPD;-1;Niedersachsen;54;;;;;2017
Gudrun;Diebold;1956;ÖDP;292;Baden-Württemberg;22;;;;;2017
Patrick;Diebold;1988;SPD;272;Baden-Württemberg;34;;;;;2017
Martin;Diedenhofen;1995;SPD;197;Rheinland-Pfalz;13;;;;;2017
Anna;Diederich;1995;ÖDP;-1;Mecklenburg-Vorpommern;2;;;;;2017
Frank Reinhard Jakob;Diefenbach;1969;GRÜNE;187;Hessen;14;;;;;2017
Nepomuk;Diener;1994;Die PARTEI;-1;Sachsen-Anhalt;8;;;;;2017
Ulrike-Judith;Dierkes-Morsy;1975;DIE LINKE;239;-1;-1;;;;;2017
Carsten;Dierks;1957;FDP;-1;Rheinland-Pfalz;26;;;;;2017
Guido;Dietel;1963;AfD;106;-1;-1;;;;;2017
