nachname;vorname;geburtsjahr;partei;wahlkreis;bundesland;landeslistePlatz;jahr
Stavenhagen;Stefanie;1965;V-Partei³;;Rheinland-Pfalz;;2017
Stavridis;Konstantin;1969;BGE;;Berlin;;2017
Stawitz;Ingo;1950;NPD;;Schleswig-Holstein;;2017
Steck;Christian;1992;CDU;;Baden-Württemberg;;2017
Dr. Steffel;Frank;1966;CDU;77;;;2017
Steffen;Sonja Amalie;1963;SPD;15;Mecklenburg-Vorpommern;1;2017
Steffen;Jan Oliver;1973;Die PARTEI;;Hessen;;2017
Steffen;Holger;1954;FREIE WÄHLER;6;;;2017
Steffen-Stiehl;Christian;1973;FDP;293;Baden-Württemberg;32;2017
Dr. Stefinger;Wolfgang;1985;CSU;218;;;2017
Stegemann;Albert;1976;CDU;31;Niedersachsen;30;2017
Stegmann;Alfred;1961;AfD;125;;;2017
Stehle;Susanne;1994;CDU;;Baden-Württemberg;;2017
Stehr;Simone Tatjana;1970;CDU;;Nordrhein-Westfalen;;2017
Steichele-Guntrum;Stephanie;1973;FDP;;Rheinland-Pfalz;;2017
Steier;Andreas;1972;CDU;203;Rheinland-Pfalz;10;2017
Stein;Jens Mathias;1970;SPD;5;Schleswig-Holstein;9;2017
Stein;Peter;1968;CDU;14;Mecklenburg-Vorpommern;5;2017
Stein;Robert;1979;CDU;;Nordrhein-Westfalen;;2017
Dr. Stein;Dieter;1957;MLPD;;Hessen;;2017
Stein;Uwe;1970;PIRATEN;;Nordrhein-Westfalen;;2017
Stein;Jan;1975;Die PARTEI;;Thüringen;;2017
Steinböck;Anton;1943;BP;;Bayern;;2017
Steineke;Sebastian;1973;CDU;56;Brandenburg;7;2017
Steiner;Lencke;1985;FDP;54;Bremen;1;2017
Dr. Steiner;Dagmar;1964;CDU;;Schleswig-Holstein;;2017
Steinert;Sandra Elisabeth;1992;MLPD;;Bayern;;2017
Steinhage;Wolfram;1955;DIE LINKE;89;;;2017
Steinhausen;Christina;1979;FDP;198;Rheinland-Pfalz;10;2017
Steiniger;Johannes;1987;CDU;208;Rheinland-Pfalz;13;2017
Steinke;Kersten;1958;DIE LINKE;189;Thüringen;3;2017
Steins;Wolfgang;1959;DM;;Nordrhein-Westfalen;;2017
Stellrecht-Schmidt;Sabine;1971;GRÜNE;249;Bayern;42;2017
Stelzer;Paul;1993;MLPD;;Niedersachsen;;2017
Stemmer;Janina Anja;1984;Tierschutzpartei;;Hamburg;;2017
Dr. Stephani;Trutz-Ulrich;1955;FDP;284;Baden-Württemberg;33;2017
Stern;Paul;1953;DIE LINKE;44;;;2017
Freiherr von Stetten;Christian Alexander;1970;CDU;268;;;2017
Steuer;Cita Karolina;1971;BGE;;Berlin;;2017
Stewart;Michael;1986;AfD;35;;;2017
Stieglauer;Stephan;1970;FREIE WÄHLER;254;Bayern;28;2017
Stiel;Matthias;1982;AfD;292;;;2017
Stier;Dieter;1964;CDU;73;Sachsen-Anhalt;4;2017
Stier;Paula Maria;1997;ÖDP;;Brandenburg;;2017
Stöber;Klaus;1961;AfD;190;;;2017
Stöckel;Volker Ewald;1966;BGE;;Niedersachsen;;2017
Stocker;Christof;1961;ÖDP;;Baden-Württemberg;;2017
Stocker;Maximilian Wolfgang;1991;BP;223;;;2017
Stockert;Magdalena (Madeleine);1947;MLPD;207;Rheinland-Pfalz;4;2017
Stockert;Hannes;1972;MLPD;118;Nordrhein-Westfalen;10;2017
Stockhofe;Rita;1967;CDU;122;Nordrhein-Westfalen;46;2017
Stoffel;Fabian Alexander;1995;DIE LINKE;133;;;2017
Stoffels;Silvia;1961;Tierschutzpartei;;Berlin;;2017
Stöger;Marco;1993;DIE LINKE;230;;;2017
Stöhr;Christian;1980;DM;;Brandenburg;;2017
Stoinski;Michal;1994;PIRATEN;;Baden-Württemberg;;2017
Stoll;Matthias;1960;BüSo;161;;;2017
Stolle;Henriette;1983;Die PARTEI;;Berlin;;2017
Stolleis;Hans Christoph;1993;CDU;;Rheinland-Pfalz;;2017
Stolper;Manfred;1962;DKP;129;Nordrhein-Westfalen;12;2017
Stolz;Bärbel;1975;Die PARTEI;;Berlin;;2017
Stolz;André;1972;CDU;;Hessen;;2017
Stolzenberger;Christoph;1967;GRÜNE;89;Nordrhein-Westfalen;35;2017
Stone;James Clayton;1979;V-Partei³;;Bayern;;2017
Stoof;Sophie-Johanna;1987;Die PARTEI;;Mecklenburg-Vorpommern;;2017
Stoof;Angelika;1956;EB: Stoof 12; 12;;;2017
Stoop;David Christopher;1983;DIE LINKE;23;Hamburg;6;2017
Stoppiera-Wiebelt;Yvette Susan;1979;GRÜNE;;Saarland;;2017
von Storch;Beatrix;1971;AfD;75;Berlin;1;2017
Storjohann;Gero;1958;CDU;8;Schleswig-Holstein;4;2017
Stöver;Birgit;1970;CDU;;Hamburg;;2017
Stracke;Johannes;1981;SPD;;Nordrhein-Westfalen;;2017
Stracke;Stephan;1974;CSU;257;;;2017
Dr. Strack-Zimmermann;Marie-Agnes;1958;FDP;106;Nordrhein-Westfalen;2;2017
Straetmanns;Friedrich;1961;DIE LINKE;132;Nordrhein-Westfalen;12;2017
Dr. Strank;Oliver;1979;SPD;182;Hessen;25;2017
Straßberger;Günter;1963;AfD;228;;;2017
Strasser;Benjamin;1987;FDP;294;Baden-Württemberg;8;2017
Straubinger;Max;1954;CSU;230;Bayern;13;2017
Streib;Matthias;1983;Die PARTEI;103;;;2017
Strengmann-Kuhn;Wolfgang;1964;GRÜNE;185;Hessen;4;2017
Strenz;Karin;1967;CDU;13;Mecklenburg-Vorpommern;4;2017
Streubel;Jens;1977;FREIE WÄHLER;195;;;2017
Dr. Strewe;Uta;1971;SPD;156;Sachsen;7;2017
Strickner;Gerald;1953;BüSo;222;Bayern;3;2017
Striess-Grubert;Udo;1959;FREIE WÄHLER;26;Niedersachsen;2;2017
Stritzl;Thomas;1957;CDU;5;Schleswig-Holstein;6;2017
Struckmann;Merle;1981;CDU;;Niedersachsen;;2017
Stübe;Yves-Christian;1978;SPD;;Schleswig-Holstein;;2017
Stüber;Pascal;1996;AfD;40;;;2017
Stübgen;Michael;1959;CDU;65;Brandenburg;1;2017
Stucke;Ingo;1971;SPD;;Nordrhein-Westfalen;;2017
Dr. Stumpf;Thomas;1954;SPD;;Rheinland-Pfalz;;2017
Stumpp;Margit;1963;GRÜNE;270;Baden-Württemberg;13;2017
Stuppy;Lisett;1988;GRÜNE;;Rheinland-Pfalz;;2017
Sturm;Erich Walter;1961;PIRATEN;;Bremen;;2017
Sturm;Wolfgang;1942;FREIE WÄHLER;192;;;2017
Stürmer;Dominik;1989;NPD;270;Baden-Württemberg;1;2017
Stürtz;Heinrich;1949;DIE LINKE;277;;;2017
Stussig;Mario-Frank Constantin;1952;FDP;;Hamburg;;2017
Suding;Katja Rita;1975;FDP;19;Hamburg;1;2017
Sudmann;Wilhelm Heinrich Friedrich;1960;NPD;;Niedersachsen;;2017
Sulfrian;Helge;1965;SPD;;Nordrhein-Westfalen;;2017
Sulzbacher;Andreas;1975;FDP;250;Bayern;36;2017
Suntrup;Sonja;1967;GRÜNE;;Mecklenburg-Vorpommern;;2017
Supe;Johannes;1989;DKP;;Berlin;;2017
Susam;Adem;1981;ADD;;Nordrhein-Westfalen;;2017
Süßdorf;Jacqueline;1966;NPD;;Saarland;;2017
Süssig;Arno;1957;FREIE WÄHLER;;Mecklenburg-Vorpommern;;2017
Swoboda;Gerald;1968;BGE;;Sachsen-Anhalt;;2017
Swoboda;Andrea;1968;GRÜNE;125;;;2017
Sziborra-Seidlitz;Susan;1977;GRÜNE;68;;;2017
Tacer;Philipp;1983;SPD;106;Nordrhein-Westfalen;46;2017
Täck;Ulrike;1968;GRÜNE;8;Schleswig-Holstein;7;2017
Tack;Kerstin;1968;SPD;41;Niedersachsen;22;2017
Dr. Tackmann;Kirsten;1960;DIE LINKE;56;Brandenburg;1;2017
Täge;Mathias;1980;PIRATEN;60;;;2017
Talsky;Thomas Gerhard Alexander;1990;DKP;;Bayern;;2017
Tambarlin;Florian;1991;BP;;Bayern;;2017
Tank;Susanne;1960;V-Partei³;;Hamburg;;2017
Ta_;Hakan;1966;DIE LINKE;77;Berlin;6;2017
Tassis;Alexander;1970;AfD;;Bremen;;2017
Tatti;Jessica;1981;DIE LINKE;289;Baden-Württemberg;5;2017
Tatura;Taro Atanas;1992;Die PARTEI;;Hamburg;;2017
Dr. Tauber;Peter Michael;1974;CDU;175;Hessen;4;2017
Täubner-Benicke;Kerstin;1967;GRÜNE;224;Bayern;30;2017
Tausend;Claudia;1964;SPD;218;Bayern;12;2017
Tautorus;Sönke;1996;Die PARTEI;;Sachsen;;2017
Tavernaro;Katja;1977;FDP;154;Sachsen;8;2017
Tawil;Mohamad;1953;MLPD;75;Berlin;5;2017
Taylor;Henry Ben;1994;V-Partei³;;Hessen;;2017
Dr. Tebroke;Hermann-Josef;1964;CDU;100;Nordrhein-Westfalen;43;2017
Tegtmeier;Martina;1958;SPD;12;Mecklenburg-Vorpommern;3;2017
Tegtmeier;Ines;1970;FDP;234;Bayern;50;2017
Tegtow;Thomas;1981;Die PARTEI;;Berlin;;2017
Teichmann;Ivo Tilo;1967;AfD;;Sachsen;;2017
Teitz;Elise;1977;Die PARTEI;;Nordrhein-Westfalen;;2017
Tempel;Frank;1969;DIE LINKE;194;Thüringen;4;2017
Terhalle;Marion;1968;FDP;25;Niedersachsen;19;2017
Terpoorten;Adelheid Maria Irmgard;1966;GRÜNE;;Bayern;;2017
Terzi;Ilhami;1969;DiB;;Berlin;;2017
Tesche;Isabelle;1988;V-Partei³;;Sachsen;;2017
Teschendorf;Clemens;1974;SPD;1;Schleswig-Holstein;8;2017
Teske;Ramona;1969;V-Partei³;;Thüringen;;2017
Teske;Robert;1990;AfD;;Bremen;;2017
Tessin;Manfred;1939;ÖDP;;Berlin;;2017
Teubner;Karsten Uwe;1965;AfD;164;;;2017
Teuteberg;Linda;1981;FDP;61;Brandenburg;1;2017
Teuteberg;Holger Jürgen Ulrich;1964;AfD;32;;;2017
von Thadden;Ulrike Annemarie;1961;GRÜNE;71;;;2017
Thalmann;Philipp;1988;CDU;;Niedersachsen;;2017
Thalmann;Hendrik;1985;Die PARTEI;;Nordrhein-Westfalen;;2017
Thamm;Alexander;1974;DiB;;Bayern;;2017
Thanbichler;Agnes;1948;ÖDP;225;;;2017
Thannheiser;Heinz Franz Paul;1938;BP;224;Bayern;30;2017
Theemann;Hendrik;1969;FDP;26;Niedersachsen;25;2017
Theis;Claudia;1966;FREIE WÄHLER;27;Niedersachsen;1;2017
Thelen;Susanne;1990;CDU;;Rheinland-Pfalz;;2017
Theurer;Michael;1967;FDP;271;Baden-Württemberg;1;2017
Thews;Michael;1964;SPD;145;Nordrhein-Westfalen;61;2017
Thiel;Steffen;1976;NPD;73;Sachsen-Anhalt;4;2017
Thiel;Theresa;1994;Die PARTEI;;Berlin;;2017
Thiel;Barbara Regina;1955;CDU;;Niedersachsen;;2017
Thiel;Simone;1978;CDU;;Rheinland-Pfalz;;2017
Thiel;Thomas;1973;AfD;251;;;2017
Dr. Thiele;Thomas;1957;FDP;39;Niedersachsen;18;2017
Thiele;Christian;1973;DM;;Niedersachsen;;2017
Thielemann;Jürgen;1956;DM;;Thüringen;;2017
Thien;Stefan;1962;AfD;268;;;2017
Thiermann;Delphine;1991;AfD;21;Hamburg;6;2017
Thies;Hans-Jürgen;1955;CDU;146;Nordrhein-Westfalen;49;2017
Thiesen;Holger;1954;BGE;;Schleswig-Holstein;;2017
Dr. Thissen;Karin;1960;SPD;3;Schleswig-Holstein;6;2017
Thoben;Christa;1941;CDU;;Nordrhein-Westfalen;;2017
Thoma;Nicolas;1982;FDP;248;Bayern;34;2017
Thomae;Stephan;1968;FDP;256;Bayern;7;2017
Thomsen;Christian;1968;FREIE WÄHLER;;Hamburg;;2017
Thönnißen;Ines;1967;BGE;;Schleswig-Holstein;;2017
Thoroe;Björn;1984;DIE LINKE;3;;;2017
Throm;Alexander;1968;CDU;267;;;2017
Thron;Jonathan;1986;BüSo;80;Berlin;7;2017
Thum;Johannes;1958;ÖDP;254;;;2017
Thümmel;Verena;1974;Bündnis C;239;;;2017
Thylmann;Tobias Michael Karl;1955;MLPD;144;;;2017
Tiarks;Johanna;1982;DIE LINKE;258;Baden-Württemberg;11;2017
Tichatschke;Christian;1990;FDP;;Bayern;;2017
Tickert;Rolf;1955;MLPD;296;Saarland;1;2017
Dr. Tiemann;Dietlind;1955;CDU;60;Brandenburg;3;2017
Tietz;Ruth;1959;DIE LINKE;144;;;2017
Tietze;Diana;1969;DIE LINKE;65;Brandenburg;9;2017
Tietz-Latza;Alexander;1981;GRÜNE;88;Nordrhein-Westfalen;28;2017
Tillmann;Antje;1964;CDU;193;Thüringen;2;2017
Timm;Dierk;1967;SPD;91;Nordrhein-Westfalen;44;2017
Timm;Tassilo;1986;MLPD;72;Sachsen-Anhalt;1;2017
Timmermann-Fechter;Astrid;1963;CDU;118;Nordrhein-Westfalen;25;2017
Tischendorf;Klaus Jürgen;1962;DIE LINKE;164;;;2017
Todtenhausen;Manfred;1950;FDP;102;Nordrhein-Westfalen;16;2017
Toker;Ertan;1978;ADD;;Nordrhein-Westfalen;;2017
Tokhi;Shivam-Ortwin;1991;Die PARTEI;;Berlin;;2017
Tokyürek;Güldane;1973;DIE LINKE;95;;;2017
Tolksdorf;Stefan;1979;BüSo;84;Berlin;2;2017
Tolzin;Hans;1958;DM;;Baden-Württemberg;;2017
Dr. Toncar;Florian;1979;FDP;260;Baden-Württemberg;5;2017
Tönhardt;Manuela;1952;NPD;86;;;2017
Tönjes;Andreas;1969;Die PARTEI;26;Niedersachsen;21;2017
Töns;Markus;1964;SPD;123;Nordrhein-Westfalen;48;2017
Tönsmann;Marcel Rene;1989;V-Partei³;;Bayern;;2017
Topp;Nikolaos;1979;Die PARTEI;;Berlin;;2017
Toy-Unkel;Nevin;1969;ADD;;Nordrhein-Westfalen;;2017
Träger;Carsten Dietmar;1973;SPD;243;Bayern;19;2017
Trapp;Samuel;1988;Die PARTEI;;Bayern;;2017
Trapphagen;Ingo;1969;Die PARTEI;94;Nordrhein-Westfalen;11;2017
Trede;Eike Kathleen;1982;ÖDP;;Schleswig-Holstein;;2017
Treder;Christian;1993;Die PARTEI;;Baden-Württemberg;;2017
Treffler;Christina;1980;ÖDP;213;Bayern;10;2017
Trefzer;Martin;1969;AfD;84;;;2017
Treib;Edmund Helmut;1957;V-Partei³;;Niedersachsen;;2017
Treiber;Tim;1992;Tierschutzpartei;;Baden-Württemberg;;2017
Treiber;Arno;1964;AfD;243;;;2017
Trendelenburg;Rolf-Andreas;1952;MLPD;;Berlin;;2017
Trenkenschu;Anatoli;1974;AfD;;Niedersachsen;;2017
Treppschuh;Katrin;1962;CDU;;Sachsen-Anhalt;;2017
Treptow;Ute;1954;Die PARTEI;;Bremen;;2017
Tressel;Markus Stefan;1977;GRÜNE;297;Saarland;1;2017
Trester;Marc-Friedrich;1971;CDU;;Schleswig-Holstein;;2017
Tretter;Daniel;1982;Die PARTEI;;Berlin;;2017
Trinkert;Ilona;1962;DM;;Hessen;;2017
Trinkmann;Alexander Wilhelm;1983;CSU;;Bayern;;2017
Trittin;Jürgen;1954;GRÜNE;53;Niedersachsen;2;2017
Dr. Troost;Axel;1954;DIE LINKE;154;Sachsen;6;2017
Tropp;Michael;1960;EB: Tropp 138; 138;;;2017
Truckenbrodt;Martin;1971;ÖDP;196;Thüringen;2;2017
Trunz;David;1986;DIE LINKE;282;;;2017
Trzoska;Ronald;1978;BGE;;Bayern;;2017
Tschammer-Osten;Georg Friedrich Alexander;1967;EB: Tschammer-Osten 15; 15;;;2017
Tschan;Hansjörg;1966;EB: Tschan 215; 215;;;2017
Tschernow;Sergej;1973;AfD;;Niedersachsen;;2017
Tschesnok;Benjamin Sebastian;1984;CDU;;Hessen;;2017
Tuncer;Cengiz;1970;DIE LINKE;253;;;2017
Tünker;Olaf;1966;AfD;135;;;2017
Türker;Mahmut;1967;FDP;;Bayern;;2017
Tutsch;Markus;1968;GRÜNE;240;Bayern;29;2017
Tzschaschel;Hendrik;1964;FDP;278;Baden-Württemberg;31;2017
Uca;Behiye;1971;DIE LINKE;;Niedersachsen;;2017
Ueckert;Steffen;1967;DM;;Berlin;;2017
Uehlein;Dirk;1968;ÖDP;;Baden-Württemberg;;2017
Uekermann;Johanna;1987;SPD;231;Bayern;26;2017
Uhl;Markus Alexander;1979;CDU;299;Saarland;4;2017
Uhrmeister;Peter;1968;Bündnis C;281;;;2017
Ulbrich;Tobias Dieter;1971;EB: Ulbrich 70; 70;;;2017
Ulbrich;Sascha;1972;AfD;96;;;2017
Uldahl;Peter;1963;GRÜNE;212;Bayern;49;2017
Ullmann;Fritz;1979;MLPD;102;Nordrhein-Westfalen;4;2017
Prof. Dr. Ullmann;Andrew;1963;FDP;251;Bayern;12;2017
Ullrich;Gerald;1962;FDP;196;Thüringen;2;2017
Dr. Ullrich;Volker Michael;1975;CSU;252;Bayern;25;2017
Ullrich;Hans-Herbert;1958;DIE LINKE;41;;;2017
Ulmer;Robert;1957;BGE;;Berlin;;2017
Ulrich;Alexander;1971;DIE LINKE;209;Rheinland-Pfalz;1;2017
Ulrich;Sven;1994;V-Partei³;;Hessen;;2017
Ulrich;Claudia;1980;GRÜNE;4;;;2017
Ulrich;Bernd;1950;AfD;105;;;2017
Unger;Gerald;1946;DIE LINKE;207;;;2017
Unger;Helmut;1945;FREIE WÄHLER;3;;;2017
Ungers;Gabriele;1955;DIE LINKE;296;Saarland;7;2017
Unverzagt;Dajana;1972;PIRATEN;;Hessen;;2017
Urbanski;Annika Anita;1994;SPD;;Hamburg;;2017
Utz;Erich Horst;1959;DIE LINKE;212;Bayern;18;2017
Utz;Thomas;1989;SPD;266;Baden-Württemberg;38;2017
Vaatz;Arnold;1955;CDU;160;Sachsen;2;2017
von Vacano;Antonius Maria Franziskus;1962;MLPD;;Bayern;;2017
Vallentin;Gaby;1970;MLPD;;Sachsen;;2017
Vallentin;Andreas Wolfgang;1961;MLPD;;Sachsen;;2017
Vandreier;Christoph;1981;SGP;81;Berlin;1;2017
Vaupel;Monika;1959;SPD;;Hessen;;2017
Veit;Tamina Janine;1957;DIE LINKE;172;;;2017
Veith;Oswin;1961;CDU;177;Hessen;14;2017
Veithen;Valentin;1946;DIE LINKE;90;;;2017
Venekens;Joachim;1968;V-Partei³;;Rheinland-Pfalz;;2017
Vent;Christopher;1990;Die PARTEI;;Rheinland-Pfalz;;2017
Verdonk;Siegfried;1961;EB: Verdonk 198; 198;;;2017
Dr. Verlinden;Julia Maria Kornelia;1979;GRÜNE;37;Niedersachsen;1;2017
Vey;Christian;1977;PIRATEN;41;;;2017
Viefeld;Marcus;1975;FDP;152;Sachsen;10;2017
Vieregge;Kerstin;1976;CDU;135;Nordrhein-Westfalen;18;2017
Vierrath;Gisela Renate;1951;DKP;64;;;2017
Viesehon;Thomas;1973;CDU;167;Hessen;13;2017
Vietz;Michael;1968;CDU;46;Niedersachsen;19;2017
Vintila;Horia Eduard;1982;V-Partei³;;Bayern;;2017
Vischer;Regina Helga;1957;GRÜNE;;Hessen;;2017
Vitz;Norbert;1953;V-Partei³;;Nordrhein-Westfalen;;2017
Vivarelli;Andreas Carlos Amilcare;1967;PIRATEN;;Nordrhein-Westfalen;;2017
Vo;Huu Loi;1984;FDP;;Bayern;;2017
Voege;Josef;1957;FREIE WÄHLER;181;Hessen;15;2017
Vogel;Johannes;1982;FDP;149;Nordrhein-Westfalen;5;2017
Vogel;Paul Thomas;1991;Die PARTEI;162;Sachsen;4;2017
Vogel;Volkmar;1959;CDU;194;Thüringen;3;2017
Vogel-Armbruster;Bernd Dieter;1963;DKP;;Niedersachsen;;2017
Vogelgesang;Dominik;1975;Die PARTEI;;Saarland;;2017
Vogler;Kathrin;1963;DIE LINKE;128;Nordrhein-Westfalen;7;2017
Vogt;Karl Edmund;1944;ÖDP;189;Thüringen;1;2017
Dr. Vogt;Oliver;1977;CDU;134;Nordrhein-Westfalen;41;2017
Vogt;Ute;1964;SPD;258;Baden-Württemberg;9;2017
Vogt;Markus;1985;Die PARTEI;;Baden-Württemberg;;2017
Vogt;Antje Bernhardine;1981;NPD;;Thüringen;;2017
Vogt;Thomas;1991;Die PARTEI;;Nordrhein-Westfalen;;2017
Vogtländer;Arend;1972;PIRATEN;;Bremen;;2017
Vohn;Eric;1987;FDP;60;Brandenburg;3;2017
Vöhringer;Anna;1995;MLPD;;Nordrhein-Westfalen;;2017
Voht;Gregor;1990;FREIE WÄHLER;10;Schleswig-Holstein;1;2017
Voht;Ingo;1963;FREIE WÄHLER;11;;;2017
Voigt;Christoph;1988;Die PARTEI;;Berlin;;2017
Voigt;Udo;1952;NPD;84;;;2017
Voigt;Karl;1948;DKP;63;;;2017
Völk;Thomas Alexander;1998;Die PARTEI;;Rheinland-Pfalz;;2017
Völkering;Marie;1997;Die PARTEI;129;Nordrhein-Westfalen;3;2017
Vollbracht;Thomas;1964;FAMILIE;9;;;2017
Völlers;Marja-Liisa;1984;SPD;40;Niedersachsen;14;2017
Vollmer;Jonas;1976;BGE;;Baden-Württemberg;;2017
Vollmer;Brigitte;1966;EB: Vollmer 19; 19;;;2017
Volmering;Sven;1976;CDU;125;Nordrhein-Westfalen;21;2017
Volpert;Stefan;1963;ÖDP;;Nordrhein-Westfalen;;2017
Völter;Thomas;1948;MLPD;;Baden-Württemberg;;2017
Volz;Tobias;1968;SPD;287;Baden-Württemberg;32;2017
Vöpel;Dirk;1971;SPD;117;Nordrhein-Westfalen;62;2017
Vosberg;Friedrich Richard;1968;FDP;153;Sachsen;13;2017
Voss;Patrick;1998;GRÜNE;117;Nordrhein-Westfalen;26;2017
Voß;Florian;1986;V-Partei³;;Thüringen;;2017
Voß;Laura;1995;V-Partei³;;Nordrhein-Westfalen;;2017
Voß;Barbara Renate;1943;MLPD;;Mecklenburg-Vorpommern;;2017
Voß;Birte;1978;MLPD;;Brandenburg;;2017
Voßbeck-Kayser;Christel;1961;CDU;150;Nordrhein-Westfalen;33;2017
Vowe;Kathleen;1951;MLPD;;Nordrhein-Westfalen;;2017
de Vries;Christoph Bernhard;1974;CDU;18;Hamburg;3;2017
de Vries;Kees;1955;CDU;71;Sachsen-Anhalt;2;2017
Dr. Wächter;Jürgen;1962;GRÜNE;131;Nordrhein-Westfalen;37;2017
Wade;David;1993;SPD;;Hessen;;2017
Dr. Wadephul;Johann David;1963;CDU;4;Schleswig-Holstein;1;2017
Wagener;Niklas;1998;GRÜNE;247;Bayern;18;2017
Wagener;Robin;1980;GRÜNE;136;Nordrhein-Westfalen;18;2017
Dr. Wagenknecht;Sahra;1969;DIE LINKE;107;Nordrhein-Westfalen;1;2017
Wagner;Alexander;1987;SPD;8;Schleswig-Holstein;7;2017
Wagner;Daniela;1957;GRÜNE;186;Hessen;1;2017
Dr. Wagner;Matthias;1969;GRÜNE;161;Sachsen;8;2017
Wagner;Andreas;1972;DIE LINKE;223;Bayern;6;2017
Wagner;Dietmar Werner;1952;AfD;22;Hamburg;3;2017
Wagner;Doris;1963;GRÜNE;217;Bayern;13;2017
Dr. Wagner;Klaus Jürgen;1961;FDP;89;Nordrhein-Westfalen;41;2017
Wagner;Gerhard;1947;BGE;;Hessen;;2017
Wagner;Michael;1968;DM;;Baden-Württemberg;;2017
Wagner;Tim;1981;FDP;;Thüringen;;2017
Wagner;Uwe Ulrich;1959;MLPD;;Hamburg;;2017
Wagner;Sonja;1968;PIRATEN;;Hessen;;2017
Wagner;Thomas David;1981;PIRATEN;;Bayern;;2017
Wagner;Clara Charlotte;1998;V-Partei³;;Thüringen;;2017
Wagner;Johanna;1958;V-Partei³;;Thüringen;;2017
Wagner;Klaus Johann;1965;ÖDP;;Mecklenburg-Vorpommern;;2017
Wagner;Katharina Elisabeth;1994;CDU;;Hessen;;2017
Wagner;Hans Jürgen;1962;BP;;Bayern;;2017
Wagner;Josef;1968;ÖDP;;Baden-Württemberg;;2017
Wagner;Matthias;1969;MLPD;;Baden-Württemberg;;2017
Wagner;Arfst;1954;GRÜNE;2;;;2017
Wagner;Willi Karl;1951;AfD;172;;;2017
Wahl-Schwentker;Jasmin;1967;FDP;132;Nordrhein-Westfalen;29;2017
Waiß;Daniela;1982;SPD;;Brandenburg;;2017
Waitz;Christoph Werner Johannes;1960;FDP;151;;;2017
Walbe;Christian;1967;FREIE WÄHLER;22;Hamburg;2;2017
Walbe;Judith;1967;FREIE WÄHLER;;Hamburg;;2017
Walczak;Krzysztof Rafal;1994;AfD;;Hamburg;;2017
Walczak;Rolf-Udo;1948;BGE;;Bremen;;2017
Waldhauer;Dirk;1964;Die PARTEI;193;;;2017
Dr. Waldhelm;Eva-Kristin Isabelle Maria;1981;CDU;;Niedersachsen;;2017
Waldraff;Patrick Thomas;1987;CDU;;Saarland;;2017
Walendy;Maria;1993;BGE;;Thüringen;;2017
Walkenhorst;Maren Katrina;1993;V-Partei³;;Bremen;;2017
Wallhäußer;Nicolas;1982;FDP;186;Hessen;19;2017
Wallner;Christian Georg;1971;DM;;Bayern;;2017
Walloschek;Markus Christian;1971;PIRATEN;;Thüringen;;2017
Wallstein;Maja Scarlett;1986;SPD;;Brandenburg;;2017
Dr. Waltenstein;Gabriele Anna;1947;MLPD;;Brandenburg;;2017
Walter;Markus;1975;NPD;210;Rheinland-Pfalz;2;2017
Walter;Peter;1954;GRÜNE;109;Nordrhein-Westfalen;30;2017
Walter;Hannes;1984;SPD;65;Brandenburg;12;2017
Walter;Lisa;1986;FDP;264;Baden-Württemberg;18;2017
Walter;Helmut;1952;NPD;;Hamburg;;2017
Walter;Svenja Elsbeth;1976;Tierschutzpartei;;Hamburg;;2017
Walter;Darius;1992;DiB;;Nordrhein-Westfalen;;2017
Walter;Sebastian Rudolf;1989;GRÜNE;164;;;2017
Walter;Gottfried Otto;1949;AfD;249;;;2017
Walter;Bruno;1961;DIE VIOLETTEN;241;;;2017
Walter-Kilian;Annette Hannelore;1964;FREIE WÄHLER;;Bayern;;2017
Walter-Rosenheimer;Beate;1964;GRÜNE;215;Bayern;5;2017
Walthelm;Britta;1980;GRÜNE;244;Bayern;22;2017
Walther;André;1988;DIE LINKE;12;Mecklenburg-Vorpommern;6;2017
Walther;Lisa Gerta;1989;V-Partei³;194;Thüringen;1;2017
Walther;Stefan Hans;1958;MLPD;;Hessen;;2017
Walther;Peter;1949;Die PARTEI;;Niedersachsen;;2017
Walther;Sigrid;1981;V-Partei³;;Thüringen;;2017
Walther;Volker Lutz;1960;V-Partei³;;Thüringen;;2017
Walther;Elisabeth;1958;DIE VIOLETTEN;118;;;2017
Walz;Fabian;1991;Die PARTEI;;Baden-Württemberg;;2017
Wamhoff;Dennis;1981;AfD;;Schleswig-Holstein;;2017
Wandersleb;Bianka Martina;1959;DIE LINKE;;Thüringen;;2017
Wanderwitz;Marco;1975;CDU;163;;;2017
Wandrey;Martin;1993;GRÜNE;56;Brandenburg;6;2017
Wandt;Sandra;1976;SPD;;Mecklenburg-Vorpommern;;2017
Wandtke;Rolf-Rüdiger;1947;AfD;;Niedersachsen;;2017
Wange;Karl-Heinz Helmut;1946;CDU;;Nordrhein-Westfalen;;2017
Wannenmacher;Elisabeth;1956;MLPD;114;;;2017
Wanner;Konrad;1956;DIE LINKE;267;;;2017
Warken;Nina;1979;CDU;;Baden-Württemberg;;2017
Warnecke;Uwe;1963;GRÜNE;107;Nordrhein-Westfalen;39;2017
Warnecke;Rüdiger;1959;GRÜNE;91;Nordrhein-Westfalen;31;2017
Wärner;Henrik;1992;CDU;;Niedersachsen;;2017
Warnke;Carsten;1977;Die PARTEI;239;;;2017
Wayand;Christiane;1982;GRÜNE;201;;;2017
